R998011,R615810
R280064,R135538
R472752,R321729
R396660,R262464
R604376,R244405
R465771,R967104
R381985,R563020
R191623,R586617
R247305,R561506
R377909,R325285
R416929,R638539
R963991,R355445
R536512,R198923
R252047,R165854
R630446,R178649
R839809,R227431
R275195,R724673
R281822,R758225
R233270,R121829
R796883,R161668
R351716,R622508
R362940,R522177
R338598,R186338
R660978,R933580
R400724,R278656
R487921,R259451
R291642,R316127
R386577,R451206
R953527,R766304
R431926,R606425
R922681,R499806
R838978,R292411
R223951,R919553
R783677,R814263
R867648,R684827
R943599,R832103
R254394,R535695
R156751,R681682
R980092,R554849
R554446,R761304
R123214,R204558
R887491,R741900
R278071,R854537
R199093,R917093
R440722,R277531
R394122,R589817
R595349,R209522
R466026,R921842
R986403,R427044
R999957,R700329
R442539,R752428
R830017,R948949
R527237,R148861
R235558,R403713
R782186,R652658
R258980,R218912
R145773,R159371
R138087,R597555
R185038,R770541
R666654,R955236
R334415,R327066
R909936,R684228
R722342,R591070
R537143,R212594
R988273,R689908
R885423,R166126
R272664,R271081
R795786,R970129
R195219,R683834
R374652,R980995
R918801,R385373
R749631,R981672
R476772,R720319
R275009,R952521
R508018,R645198
R879875,R312068
R434554,R327851
R562847,R286760
R340081,R794162
R355366,R451375
R728566,R342207
R183814,R530171
R470102,R830665
R323489,R438286
R925524,R634974
R369881,R431801
R955260,R201543
R955864,R543174
R137699,R146916
R128929,R825303
R603624,R171594
R902742,R965118
R846628,R277857
R226797,R550138
R983992,R664844
R167447,R557488
R248593,R535314
R485570,R510807
R314223,R401693
R819512,R878047
R618469,R230220
R569785,R440701
R532583,R574566
R802580,R603866
R703595,R773572
R141820,R749870
R336697,R521246
R154804,R339761
R435018,R490391
R888269,R112881
R255236,R141658
R626049,R281481
R772032,R478746
R199420,R624453
R626166,R901693
R811740,R857579
R273143,R908756
R272606,R645966
R432599,R514775
R455531,R442057
R876845,R412347
R137063,R241357
R667906,R905756
R839253,R402376
R894965,R408658
R730602,R793478
R851590,R157334
R892250,R289937
R774766,R311879
R424694,R564048
R867982,R707824
R723823,R410131
R377485,R535452
R535938,R871534
R621056,R932512
R761025,R697823
R261538,R231575
R108137,R722188
R909381,R220121
R653473,R549931
R620125,R513380
R500915,R388183
R251073,R112308
R901246,R589730
R885155,R886416
R460383,R106670
R349535,R246031
R244393,R855014
R891241,R846155
R659311,R504713
R718222,R487049
R326727,R403684
R958487,R938312
R310028,R286617
R659806,R934239
R265109,R991350
R406944,R959803
R336974,R758767
R714779,R554827
R650380,R317568
R486774,R231200
R359109,R405614
R378723,R814175
R950796,R702739
R830287,R570764
R997534,R648587
R884861,R659781
R216486,R103766
R469022,R645092
R865420,R636954
R184969,R509215
R406796,R887319
R473092,R150992
R988451,R365794
R854001,R331339
R274771,R578872
R727216,R284113
R973520,R114427
R415293,R708520
R513784,R874991
R582695,R250966
R326482,R537117
R261187,R897315
R855275,R166247
R313853,R774695
R822970,R659282
R744006,R989742
R131595,R984252
R738661,R500114
R587474,R766457
R789151,R636018
R235133,R540699
R949356,R832825
R350272,R608989
R631600,R722644
R545242,R315884
R969418,R414503
R308509,R693310
R463990,R657191
R271042,R618704
R404375,R850313
R414644,R377417
R785439,R445110
R976340,R423571
R233050,R735026
R952757,R454207
R166119,R243391
R871641,R970919
R178404,R349226
R469466,R433803
R504585,R370863
R547077,R357873
R794725,R567963
R149372,R716949
R906623,R963497
R373797,R773163
R506564,R365188
R184474,R343470
R274955,R971025
R137330,R625037
R750108,R758326
R900016,R776154
R201316,R115891
R438596,R907736
R606820,R931312
R595613,R517896
R693919,R686697
R784655,R917950
R799652,R736779
R182451,R261753
R770743,R320629
R437986,R538689
R304587,R694038
R435779,R623603
R644110,R284175
R464913,R718640
R744667,R519458
R170756,R661688
R963125,R425824
R204823,R345032
R760489,R703047
R579605,R439993
R154121,R512131
R821580,R996559
R105607,R169047
R234905,R428755
R184523,R540927
R229421,R631200
R694849,R338690
R598115,R313271
R973901,R780009
R312746,R103467
R670279,R682750
R803514,R111094
R437530,R711791
R575113,R488183
R663828,R933128
R629375,R693442
R957999,R214176
R777801,R867620
R986274,R147823
R704009,R439896
R368075,R222190
R692725,R348896
R191857,R341686
R352438,R736019
R237092,R426758
R306640,R644669
R462120,R557267
R493508,R352307
R919480,R408968
R863008,R999806
R717672,R657687
R407239,R707879
R831632,R993161
R921185,R874630
R635470,R318818
R966097,R145163
R998707,R279867
R481022,R273435
R361455,R346067
R973385,R319224
R639980,R418250
R791859,R971430
R757533,R949441
R361902,R272665
R400482,R804493
R179970,R321931
R971928,R314044
R964749,R802932
R691978,R849054
R671023,R306809
R275170,R785999
R865905,R978705
R503517,R306901
R552202,R144233
R794141,R775500
R520823,R634133
R807514,R228373
R109784,R250633
R514106,R600281
R877991,R161426
R223807,R936935
R925678,R125372
R722217,R151401
R375194,R420700
R781516,R530428
R272614,R722611
R878456,R188304
R587017,R504304
R621981,R916604
R858042,R396611
R950393,R339980
R807412,R121603
R265796,R239062
R279501,R690011
R602418,R406690
R343207,R413467
R866928,R220863
R518204,R903332
R308704,R292450
R956613,R238818
R709493,R174851
R330989,R765006
R351012,R603146
R443852,R142889
R550342,R928348
R299974,R183646
R492313,R740967
R603366,R508500
R896458,R864007
R210956,R367402
R650992,R247544
R916551,R129831
R239911,R757287
R618811,R263030
R319119,R108672
R198020,R226303
R173679,R782962
R651826,R405212
R493096,R355351
R550820,R425927
R831148,R585759
R855287,R120590
R906864,R970848
R965390,R480521
R178444,R534228
R346708,R570597
R407412,R546873
R916260,R847404
R415138,R567683
R984877,R178383
R901450,R970700
R645484,R503176
R870201,R933265
R532033,R873610
R961278,R878227
R397914,R915435
R420238,R296023
R477651,R795535
R125399,R871903
R755028,R988781
R611090,R212157
R176676,R397904
R854557,R392924
R957297,R201472
R412635,R305329
R784399,R394905
R557521,R757224
R382696,R913227
R159814,R863790
R673123,R936245
R860494,R155237
R101465,R270093
R878069,R718529
R506774,R457652
R249760,R721163
R737083,R505224
R842849,R855107
R315274,R381247
R449688,R126593
R913398,R840535
R608239,R872655
R268301,R825289
R916316,R366792
R611292,R765676
R930582,R940292
R185528,R305929
R498663,R990311
R839316,R778189
R992148,R342765
R186161,R738276
R513530,R118846
R381657,R291787
R277044,R940122
R157002,R813982
R469949,R535526
R186044,R564476
R794893,R390090
R641769,R546227
R257866,R951793
R593905,R146456
R959469,R299746
R100965,R869188
R553200,R109700
R663625,R641609
R880193,R958214
R624770,R675334
R660904,R115116
R749901,R474380
R826547,R200945
R424977,R805127
R824416,R928683
R322984,R993141
R350733,R581800
R285358,R176639
R466712,R306606
R731779,R468215
R935429,R299697
R168227,R408525
R998562,R802498
R415631,R831224
R506922,R177354
R498247,R705903
R258303,R420127
R921609,R839543
R158367,R640389
R874637,R807450
R126802,R140365
R285196,R844620
R558754,R897307
R997487,R827809
R131527,R563939
R346337,R101742
R223160,R667754
R367525,R480570
R135234,R699623
R949643,R298683
R106776,R365928
R483758,R797267
R454593,R693792
R658165,R605814
R571690,R521611
R406166,R591641
R612631,R436860
R598308,R597403
R258539,R119510
R289862,R807174
R471024,R777430
R803389,R846650
R513454,R743565
R740371,R547751
R263183,R823468
R303858,R697857
R576127,R994041
R477898,R687514
R287742,R403216
R690877,R183588
R622271,R152844
R529740,R215368
R347936,R323817
R346512,R347159
R170762,R986641
R340713,R813695
R375255,R602484
R282291,R503662
R132081,R823076
R240096,R940513
R754573,R474177
R111803,R641958
R655166,R542654
R417568,R114647
R731091,R356087
R246242,R850142
R270646,R765936
R962857,R221146
R489310,R581750
R270898,R720615
R625917,R119487
R527884,R128622
R852485,R597652
R141678,R894180
R715084,R217411
R911997,R574769
R769210,R526023
R519401,R339979
R486330,R597008
R469508,R272551
R495112,R694244
R721333,R247146
R960667,R611577
R130892,R463148
R353976,R445674
R316702,R239170
R989030,R567853
R399236,R756282
R980599,R367659
R615738,R439061
R967643,R483251
R241673,R351212
R401130,R936626
R323155,R565802
R888923,R641266
R118388,R614605
R870972,R350210
R600979,R237403
R237920,R875056
R688210,R552422
R471299,R728237
R109837,R886376
R617147,R705690
R691577,R365096
R420716,R556582
R346370,R237670
R214517,R648197
R246154,R571991
R772983,R890855
R780185,R465862
R407662,R166645
R543682,R844805
R473700,R180729
R730759,R357950
R543720,R339078
R617799,R279890
R106772,R675471
R850013,R313867
R907031,R151701
R181094,R803488
R852817,R475614
R222122,R799273
R150516,R963368
R858869,R864698
R864531,R920771
R191064,R743477
R373985,R816675
R545880,R161009
R563730,R357213
R400274,R851448
R215103,R667428
R758690,R101527
R601679,R118034
R580812,R980554
R691580,R274813
R950311,R994731
R754109,R751610
R664639,R112574
R103051,R389257
R143900,R535139
R670770,R651823
R616103,R321951
R230588,R369386
R542762,R847738
R348848,R827321
R197127,R560345
R764196,R457787
R541558,R657660
R785637,R246541
R740126,R328407
R599362,R656357
R503703,R672242
R341681,R997568
R454118,R369810
R961993,R611277
R769381,R448014
R855242,R725367
R324297,R548361
R648455,R569060
R401645,R252784
R981622,R582045
R140263,R943998
R341243,R401641
R958884,R862759
R617955,R263941
R230852,R595004
R416366,R600545
R870573,R961298
R608635,R599263
R806326,R944441
R169089,R151079
R166326,R690245
R526731,R475786
R237380,R414356
R549415,R847211
R271792,R536765
R872423,R572457
R182312,R878145
R554709,R332890
R357620,R111836
R973004,R297786
R662834,R785931
R926710,R557748
R193524,R296397
R198021,R490024
R803874,R423196
R170784,R530949
R856275,R506730
R624145,R543535
R425207,R950437
R564797,R154017
R735928,R689746
R903148,R377901
R848821,R151125
R483523,R417833
R471596,R889483
R247863,R697527
R476757,R784763
R453827,R843221
R570471,R409916
R592052,R398513
R542474,R536577
R522150,R970899
R662167,R293929
R989272,R715838
R252985,R688852
R957430,R107535
R531315,R374248
R600280,R603999
R282946,R633636
R428589,R858084
R980176,R790097
R927349,R889292
R256940,R893731
R874943,R316101
R205359,R212686
R354647,R224654
R800819,R135550
R972364,R937107
R167317,R809891
R352825,R512971
R797730,R997576
R933329,R592414
R693872,R591639
R920931,R971395
R426805,R989561
R344678,R529551
R128275,R166483
R668696,R982162
R242415,R663063
R316698,R467997
R422925,R851420
R352697,R134379
R809858,R374479
R590270,R877835
R735549,R773440
R714149,R188321
R644256,R367809
R908754,R201056
R615318,R230292
R305390,R495572
R174244,R579181
R828900,R408099
R941003,R937461
R587382,R531995
R857917,R863245
R828464,R600550
R195112,R911124
R518758,R991762
R392730,R553716
R642904,R855153
R704168,R564953
R865969,R214913
R999643,R213063
R714706,R699393
R122124,R442527
R149459,R378517
R820605,R616615
R634131,R876029
R600981,R953889
R442021,R344176
R667589,R781415
R891884,R694231
R906230,R381931
R720304,R504020
R941701,R349422
R222250,R318326
R242821,R601448
R491589,R195251
R217355,R976245
R226423,R614798
R578578,R289845
R229103,R876225
R166527,R362316
R203905,R198738
R323471,R100783
R969374,R301097
R486780,R433296
R793621,R797739
R819265,R265137
R341138,R664871
R687637,R551153
R160766,R437110
R971274,R812446
R727874,R957624
R669968,R402024
R440284,R792949
R809883,R577149
R310574,R733667
R246122,R975557
R575511,R119636
R651343,R641382
R946375,R527796
R921481,R758375
R908234,R869751
R412271,R906394
R131214,R199094
R687565,R658476
R816499,R769482
R770099,R780344
R783245,R305286
R286788,R666395
R853763,R779890
R829743,R614858
R372127,R109121
R895076,R521962
R322437,R545340
R216127,R845122
R420506,R673275
R794533,R851985
R892892,R829968
R939259,R111400
R724079,R694139
R968791,R842464
R741368,R477180
R744651,R249399
R160727,R517086
R446021,R550276
R461589,R126673
R733911,R189273
R212633,R338909
R106186,R102445
R298578,R788417
R175638,R695558
R717542,R554947
R102133,R987404
R845053,R330414
R300157,R470214
R906628,R996569
R118319,R888379
R549881,R492644
R431472,R862062
R898587,R798992
R893512,R340761
R598700,R774479
R261265,R916984
R110101,R299241
R792860,R973808
R752229,R736906
R727744,R946955
R118582,R833868
R452388,R489046
R517876,R846582
R327315,R786545
R519252,R306723
R689437,R114715
R888713,R491558
R379246,R192632
R614332,R103454
R644216,R813566
R111578,R729914
R661789,R886454
R866747,R709975
R751410,R478128
R994625,R450767
R469862,R966204
R282135,R122562
R138110,R887613
R530639,R465958
R209904,R632384
R830119,R846819
R986856,R191692
R669297,R356037
R444008,R551020
R251288,R141765
R973158,R916449
R555769,R355868
R685052,R370464
R611929,R502831
R623110,R147878
R452935,R982986
R511615,R509235
R631302,R579463
R686029,R552148
R280668,R326067
R284741,R370217
R759469,R253077
R502102,R582054
R595894,R858662
R314378,R187981
R341479,R966967
R945349,R852298
R927065,R850584
R228124,R869086
R655747,R821039
R584049,R215239
R120751,R725001
R103614,R591711
R332686,R338348
R799678,R276717
R693562,R371398
R342191,R607542
R784179,R408440
R479759,R903493
R391653,R610587
R197053,R214930
R909985,R826575
R692557,R521968
R749037,R622622
R795623,R792690
R197277,R714023
R680127,R301591
R131133,R176919
R937325,R158641
R729580,R141163
R559338,R825511
R150158,R375007
R463529,R711230
R198177,R697739
R226570,R334751
R712275,R520539
R507428,R509996
R621508,R651357
R290192,R768840
R798673,R373898
R179221,R680812
R693223,R486947
R200895,R522527
R118688,R298591
R387991,R934775
R753469,R991956
R192847,R803805
R714493,R556891
R148846,R841954
R105315,R118171
R205597,R650014
R910007,R353382
R902246,R715787
R945423,R817283
R627425,R320818
R343943,R724489
R442642,R177447
R894219,R397148
R383784,R450822
R245868,R510093
R401343,R265115
R414409,R874084
R335328,R144007
R549359,R784241
R195375,R707290
R291545,R382504
R257404,R958549
R288749,R639147
R701080,R978541
R770749,R517624
R816839,R185910
R372360,R793869
R253552,R513053
R959752,R736468
R447786,R715575
R909930,R311552
R564828,R873491
R813824,R136251
R411796,R539696
R885234,R565613
R700804,R379104
R636114,R528861
R451702,R719374
R459007,R286528
R774630,R984415
R715842,R899214
R833839,R687049
R578756,R185480
R326926,R421265
R961390,R328618
R747393,R204956
R257098,R426653
R551146,R836890
R178591,R833725
R851193,R606211
R194338,R899288
R648446,R184805
R173264,R397102
R898568,R294438
R837602,R246219
R728008,R531647
R169024,R153526
R476117,R710695
R272941,R996904
R842759,R990242
R329706,R643280
R868776,R796814
R461492,R692900
R599360,R384315
R785153,R611484
R491093,R516690
R887588,R922407
R968536,R414665
R772417,R272412
R134968,R399584
R366493,R746147
R284719,R772865
R673832,R944502
R420923,R372129
R706747,R129025
R269192,R843271
R108392,R711077
R690701,R410848
R213467,R245223
R338610,R754251
R480594,R140664
R782707,R832139
R672606,R261563
R675117,R680152
R727632,R962329
R630699,R415101
R890701,R926313
R131710,R485190
R399070,R727971
R680554,R970217
R450512,R286891
R841359,R432542
R196926,R371473
R612262,R427125
R755356,R388726
R738005,R446822
R310058,R149595
R814066,R823954
R116589,R299598
R491012,R189057
R744053,R873005
R382669,R613379
R983075,R390415
R579551,R110153
R209815,R752138
R650319,R641407
R440506,R906963
R291467,R124185
R276253,R920200
R220799,R504116
R733610,R469478
R674996,R684498
R578234,R542761
R510739,R130595
R465242,R416186
R804151,R100114
R625702,R336561
R788354,R161966
R479585,R670370
R201744,R481747
R914565,R461336
R937598,R238835
R523278,R786761
R250136,R540362
R840040,R183924
R721636,R557293
R336936,R198823
R427011,R779697
R665963,R546380
R673821,R419397
R339923,R283327
R927820,R826099
R540002,R226410
R700974,R642129
R647338,R226338
R290713,R354625
R438325,R834839
R918290,R492296
R416148,R894204
R443201,R193469
R279753,R949587
R740359,R721914
R250310,R110589
R980548,R446039
R892731,R146581
R608408,R956621
R171652,R258248
R915755,R887117
R415270,R121641
R473762,R647494
R267731,R370212
R956325,R706801
R449801,R484747
R327341,R552896
R685965,R177852
R670854,R915909
R205935,R567277
R638972,R626040
R494896,R900511
R564299,R501598
R253278,R726395
R742059,R426656
R686060,R336120
R995673,R133908
R486755,R689323
R716913,R668393
R408840,R663906
R847976,R338539
R399849,R244877
R156860,R676797
R200699,R118040
R331979,R590906
R599540,R282996
R103830,R985838
R215534,R551638
R534155,R380553
R318086,R133526
R674928,R636846
R811063,R334690
R340561,R917835
R231775,R726038
R354564,R396547
R186643,R969970
R138994,R157527
R298723,R545930
R894136,R748916
R537718,R268102
R344611,R957873
R625749,R433628
R874835,R325877
R386171,R795102
R366911,R888354
R919895,R904695
R481348,R845281
R463120,R880099
R955468,R500560
R826325,R707227
R739853,R644706
R289975,R518801
R987634,R538431
R366337,R563003
R771859,R332812
R557798,R940033
R247851,R475501
R904741,R316107
R856523,R435514
R318157,R870116
R766653,R634159
R495298,R244331
R456871,R297815
R396664,R540774
R639698,R628201
R278591,R727752
R745289,R765542
R635869,R852101
R113855,R666495
R737489,R719170
R541867,R716612
R694015,R981033
R689424,R742039
R600140,R505337
R351010,R526648
R729507,R483555
R187279,R861419
R492918,R967286
R892138,R311527
R640729,R699866
R823517,R645004
R643071,R150940
R971922,R326403
R843249,R950220
R830372,R380902
R976809,R549000
R719595,R901824
R376744,R628911
R192180,R965696
R791893,R696626
R459147,R533684
R213915,R270107
R684901,R129918
R925042,R397133
R405265,R943017
R453978,R695359
R113634,R543978
R224305,R969539
R649046,R481307
R323209,R633312
R356718,R182081
R580957,R460078
R986060,R114818
R939113,R350236
R169605,R783171
R426013,R331989
R245334,R633395
R138147,R745447
R935594,R421742
R806990,R195395
R562748,R292633
R190594,R956952
R587526,R118978
R919613,R887741
R413703,R238623
R905024,R726822
R856457,R260270
R613930,R718761
R198786,R708644
R583196,R141960
R123904,R914398
R505315,R706649
R804095,R874827
R235289,R510862
R331898,R748370
R358843,R749208
R616740,R339969
R811975,R894290
R638394,R614530
R732425,R155249
R267398,R296707
R576306,R277708
R157900,R962542
R960548,R704038
R288601,R753581
R672677,R615968
R314996,R563154
R139373,R845806
R604010,R645383
R170583,R964107
R517331,R732025
R575582,R522730
R110408,R684834
R859099,R872673
R822818,R752410
R290084,R998888
R902208,R955826
R331822,R923888
R567190,R433166
R193031,R330131
R707666,R287999
R704997,R817709
R653042,R168741
R516594,R143104
R219097,R909673
R196098,R401482
R310685,R698195
R940351,R697211
R567115,R477372
R125343,R800971
R724584,R280672
R593991,R150667
R711563,R698896
R794166,R805408
R706386,R897277
R740080,R241234
R838387,R233613
R234363,R606230
R131613,R994092
R420910,R310113
R651394,R638271
R572094,R564817
R664102,R302758
R689048,R285569
R623731,R152012
R203489,R570294
R149139,R626887
R599711,R456690
R237241,R528436
R134615,R946668
R588322,R156265
R595608,R132687
R145001,R909392
R737383,R599670
R845442,R442833
R608633,R259678
R461696,R548820
R929999,R700859
R378094,R262094
R237672,R149834
R355577,R558763
R486355,R719087
R620508,R952589
R565492,R757980
R225968,R539560
R263133,R156716
R420370,R507257
R680697,R801999
R311021,R823050
R516337,R329304
R804156,R870469
R575701,R888229
R874011,R433817
R140325,R765397
R840974,R110649
R506267,R653690
R346603,R704345
R197403,R215348
R416595,R927969
R536875,R931468
R216989,R742278
R858029,R459174
R129243,R143819
R754929,R884343
R969486,R904694
R426659,R814797
R697098,R988056
R892380,R132820
R105296,R468294
R706286,R982370
R970571,R368024
R228951,R723762
R359400,R643698
R427790,R571795
R220022,R449431
R247073,R566258
R593054,R662944
R455832,R440975
R785143,R331263
R963904,R875775
R233511,R213255
R488403,R959690
R583680,R264807
R723388,R882500
R949138,R362585
R682574,R515425
R357199,R250119
R258702,R791361
R654508,R293715
R452477,R436305
R101729,R453675
R368793,R463609
R206198,R974406
R853301,R971311
R662139,R102706
R893480,R859455
R524737,R586616
R114524,R114029
R485209,R531089
R592179,R778981
R510171,R637297
R893590,R340041
R879945,R442688
R538275,R510878
R999417,R563124
R174404,R319105
R586530,R836957
R427499,R349030
R391388,R996528
R897753,R616453
R413457,R320191
R230568,R359758
R800084,R694509
R271701,R507640
R131687,R165493
R637328,R854799
R527490,R900796
R588337,R917235
R840030,R830037
R919994,R567014
R410821,R214835
R189859,R190690
R842775,R302150
R285537,R952437
R845443,R110984
R555943,R462829
R382317,R458095
R550213,R441540
R758706,R885443
R477708,R932973
R148259,R474987
R518536,R371784
R411911,R440054
R586643,R388281
R382201,R580806
R201991,R683103
R123176,R541027
R405382,R983232
R229879,R923464
R203104,R970978
R598210,R388858
R310846,R597452
R662569,R505250
R401323,R933450
R224122,R913794
R781656,R493029
R197827,R907694
R597353,R374491
R277046,R209671
R173354,R680932
R511885,R193757
R403812,R376713
R470038,R690244
R524651,R755472
R739752,R165642
R952420,R366720
R309492,R853213
R397935,R852031
R842359,R676029
R395344,R809338
R158094,R186622
R130905,R785435
R375945,R773532
R312054,R680235
R674853,R844533
R797920,R320584
R312550,R908190
R295272,R734767
R173288,R440037
R349919,R660406
R177387,R394545
R726828,R872356
R771594,R744884
R770632,R915207
R545154,R180286
R523836,R551126
R841708,R231313
R310363,R638509
R577608,R117414
R560987,R481689
R505600,R293128
R272951,R610986
R297792,R766688
R311643,R336934
R600426,R561561
R756517,R277716
R428457,R456953
R513966,R475124
R627217,R952041
R714577,R248660
R436055,R534377
R553990,R696629
R795773,R815283
R959489,R396427
R854897,R627688
R585811,R248437
R100685,R316915
R211795,R851507
R533555,R353665
R521760,R554583
R993550,R160358
R761973,R337192
R915534,R778449
R364739,R424708
R128339,R643462
R201052,R343144
R896440,R616512
R652117,R489666
R669498,R130995
R833848,R472180
R234543,R214249
R673780,R657335
R753454,R702457
R954588,R316390
R496743,R410068
R959706,R351648
R257982,R873862
R955542,R458406
R252059,R585742
R398921,R282245
R315585,R611407
R181830,R691934
R326152,R244527
R565844,R316281
R220561,R704029
R449114,R620525
R841667,R647499
R961112,R980771
R984813,R453044
R408624,R625243
R875322,R597538
R355296,R418612
R667068,R158868
R610813,R194671
R676281,R835026
R999834,R153771
R148917,R302016
R409696,R712156
R569399,R401057
R936180,R792522
R599992,R903736
R728650,R707130
R222006,R685780
R346052,R954280
R904060,R225175
R233719,R833420
R959885,R733601
R530761,R790508
R795687,R620709
R951588,R841847
R907311,R590684
R795992,R429736
R346787,R133515
R453294,R830052
R563519,R769947
R271981,R150242
R896413,R680381
R316084,R523921
R732711,R202549
R455003,R643600
R839923,R797932
R516214,R139285
R938970,R328666
R855122,R837457
R796147,R731216
R345936,R719872
R742567,R378661
R323740,R145233
R486556,R271317
R976629,R384110
R855584,R249977
R490478,R456157
R692888,R290898
R783598,R762674
R822562,R822059
R790301,R697023
R572541,R396409
R523478,R272813
R151947,R658545
R853466,R744890
R900869,R630677
R521738,R135117
R829622,R443747
R362820,R451251
R240770,R589563
R920513,R225625
R462862,R113251
R702248,R687178
R766326,R678264
R654644,R461083
R936084,R556546
R743277,R392428
R223744,R985548
R996334,R571312
R109670,R630506
R545251,R947839
R149305,R147435
R342101,R562215
R747979,R446231
R861509,R913397
R869065,R271749
R519323,R417957
R560282,R914400
R707375,R616618
R263562,R340139
R727797,R294856
R442377,R181139
R998969,R680585
R922616,R635170
R483647,R236978
R985993,R477713
R620233,R219656
R897024,R469636
R966026,R645153
R939363,R477721
R588128,R649488
R110094,R118278
R638478,R915288
R654424,R117371
R614191,R979807
R946725,R335377
R532639,R595099
R478330,R301391
R881222,R919807
R409929,R975135
R438315,R131491
R152378,R688133
R815458,R142596
R823925,R402970
R512210,R892666
R611983,R854717
R801192,R403674
R436364,R912178
R326017,R862590
R800816,R612394
R456018,R945903
R363638,R782046
R477870,R882397
R741315,R233760
R277653,R662811
R460872,R824711
R460243,R856634
R779067,R684702
R793030,R832777
R596055,R494239
R833415,R375460
R471605,R176557
R972698,R412996
R103720,R303931
R734905,R564754
R442287,R564419
R129354,R416809
R339004,R186345
R271854,R324772
R872462,R593652
R592478,R654870
R446759,R470583
R527920,R760718
R271960,R473840
R491909,R228771
R565343,R547129
R136589,R369560
R652945,R172701
R764699,R106250
R763503,R855084
R504510,R913978
R516282,R150133
R524763,R810341
R254929,R414707
R486773,R141991
R241611,R915740
R341408,R953826
R829006,R297841
R997839,R581119
R987736,R356662
R700827,R312471
R952435,R642840
R203750,R469879
R707359,R634457
R944753,R645573
R519640,R448733
R535264,R203444
R390429,R808464
R278867,R745459
R688115,R246962
R984086,R569315
R737878,R401931
R778674,R858823
R334978,R128904
R813851,R608102
R181464,R207314
R885453,R565454
R191736,R922352
R596454,R208403
R686947,R282566
R500015,R793496
R771790,R701645
R515668,R554743
R704550,R693798
R831855,R359720
R544516,R110980
R328605,R412188
R362379,R364132
R452812,R877101
R824857,R114196
R397443,R771588
R446569,R107981
R628879,R720059
R600114,R912516
R370964,R645300
R948905,R282127
R298048,R596742
R873937,R544942
R425937,R700975
R239765,R539370
R221268,R239969
R673092,R722974
R673598,R220300
R514038,R452428
R696127,R692877
R496642,R801244
R901086,R176960
R788042,R357482
R779308,R288245
R797527,R568028
R763855,R521079
R910041,R567001
R614846,R544051
R614436,R951529
R470260,R848930
R552883,R559681
R613763,R470135
R824391,R217930
R444712,R232516
R648049,R620137
R242165,R360452
R601938,R615647
R729422,R199530
R150846,R628525
R144033,R957227
R346797,R472613
R509423,R689906
R113087,R672937
R213862,R379726
R728344,R707842
R149928,R123081
R921628,R659261
R592129,R535757
R472488,R864138
R473793,R332219
R226520,R854667
R770264,R596399
R310398,R526260
R571414,R280503
R571181,R857694
R160230,R289128
R678481,R625704
R824529,R370844
R690668,R466464
R637065,R183539
R715398,R935696
R297059,R460302
R207604,R114063
R599600,R771918
R622849,R866532
R417150,R362888
R904050,R611968
R243176,R937643
R514016,R566903
R689566,R191534
R401661,R580719
R888909,R698541
R508957,R861253
R782612,R426166
R544629,R122673
R429119,R708563
R843211,R585653
R399877,R342526
R599208,R328143
R720137,R425745
R908092,R745517
R438903,R378959
R781178,R334990
R370782,R602877
R673475,R302265
R253803,R138122
R248775,R361179
R751815,R357697
R361471,R713161
R733195,R534935
R731515,R613793
R411271,R376663
R735157,R834487
R533734,R778310
R562759,R109717
R279105,R269740
R605263,R664826
R711258,R833296
R797460,R241766
R650052,R894215
R314257,R187900
R451428,R306222
R144356,R295420
R914595,R718514
R485388,R964455
R949607,R969329
R303916,R974738
R792424,R273837
R504709,R394041
R135646,R917011
R878880,R386642
R873495,R674649
R887256,R410123
R695383,R848262
R133376,R877599
R573713,R349967
R540393,R916413
R280155,R267453
R961663,R865954
R712266,R743111
R255015,R428077
R727948,R899296
R418571,R882433
R593823,R641345
R455680,R911607
R374604,R527098
R608479,R489878
R941751,R584666
R519913,R811826
R369084,R344663
R999760,R822711
R223590,R135666
R615751,R227520
R438388,R287155
R560612,R848220
R713311,R780603
R591628,R889288
R935636,R306216
R475201,R759800
R626240,R601434
R937029,R468236
R760719,R951669
R373991,R920836
R829147,R703040
R988765,R291605
R682843,R333755
R602026,R531298
R189800,R196326
R309481,R278648
R938664,R218232
R940708,R426561
R614765,R215526
R357102,R562037
R495286,R735733
R451679,R207322
R433779,R671315
R228634,R687328
R830695,R659156
R114620,R560551
R218939,R247301
R855554,R664086
R150224,R906255
R463629,R798135
R748622,R617758
R905085,R782570
R751740,R497166
R374088,R181631
R273607,R184837
R973444,R321967
R706754,R532835
R999553,R207548
R112760,R775642
R698713,R987030
R775384,R921782
R984854,R791928
R378356,R272798
R445295,R482595
R107909,R714771
R781470,R909232
R170633,R762039
R624798,R188912
R520026,R153050
R213242,R830888
R984269,R528376
R675126,R764513
R533744,R819954
R814481,R748322
R929935,R895837
R755452,R265352
R271064,R490040
R709058,R151229
R350902,R124480
R763808,R520604
R166989,R205951
R709995,R925915
R659752,R102194
R102604,R891985
R813149,R761584
R251785,R158138
R621609,R927955
R732737,R134710
R687230,R681774
R504157,R862440
R842217,R753626
R273012,R569441
R583787,R995711
R801015,R201766
R750244,R279925
R150530,R918320
R945004,R655179
R152053,R529731
R807401,R528367
R560509,R622374
R888439,R880667
R254321,R299287
R134645,R207395
R331351,R679833
R994399,R208534
R532587,R125946
R993851,R854264
R872296,R855978
R302703,R252024
R660775,R667550
R499022,R117939
R841732,R435205
